sample-id	Assay Type	Bases	BioProject	BioSample	Bytes	Center Name	Experiment	geo_loc_name_country	geo_loc_name_country_continent	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	create_date	Sample Name	SRA Study	history_of_host_infection	disease_stage	PH
ERR5711054	AMPLICON	30123514	PRJEB33108	SAMEA8562224	22650430	UA	ERX5426432	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562224	ERP115874	VVC	N/A	N/A
ERR5711055	AMPLICON	40891414	PRJEB33108	SAMEA8562145	29438880	UA	ERX5426433	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:43	SAMEA8562145	ERP115874	VVC	N/A	N/A
ERR5711056	AMPLICON	49755730	PRJEB33108	SAMEA8562225	35914144	UA	ERX5426434	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562225	ERP115874	VVC	N/A	N/A
ERR5711058	AMPLICON	35790090	PRJEB33108	SAMEA8562226	26035039	UA	ERX5426436	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562226	ERP115874	VVC	N/A	N/A
ERR5711059	AMPLICON	10958158	PRJEB33108	SAMEA8562147	7964012	UA	ERX5426437	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562147	ERP115874	VVC	N/A	N/A
ERR5711060	AMPLICON	36197714	PRJEB33108	SAMEA8562227	26037923	UA	ERX5426438	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562227	ERP115874	VVC	N/A	N/A
ERR5711062	AMPLICON	44267866	PRJEB33108	SAMEA8562228	31866207	UA	ERX5426440	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562228	ERP115874	VVC	N/A	N/A
ERR5711063	AMPLICON	53950944	PRJEB33108	SAMEA8562149	38797947	UA	ERX5426441	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562149	ERP115874	VVC	N/A	N/A
ERR5711064	AMPLICON	50647282	PRJEB33108	SAMEA8562229	36544741	UA	ERX5426442	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562229	ERP115874	VVC	N/A	N/A
ERR5711066	AMPLICON	39492842	PRJEB33108	SAMEA8562230	28502701	UA	ERX5426444	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562230	ERP115874	VVC	N/A	N/A
ERR5711067	AMPLICON	46523854	PRJEB33108	SAMEA8562151	33613002	UA	ERX5426445	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562151	ERP115874	VVC	N/A	N/A
ERR5711068	AMPLICON	41281468	PRJEB33108	SAMEA8562231	29742864	UA	ERX5426446	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562231	ERP115874	VVC	N/A	N/A
ERR5711069	AMPLICON	16792904	PRJEB33108	SAMEA8562152	12199214	UA	ERX5426447	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562152	ERP115874	VVC	N/A	N/A
ERR5711070	AMPLICON	22737588	PRJEB33108	SAMEA8562232	16384700	UA	ERX5426448	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562232	ERP115874	VVC	N/A	N/A
ERR5711071	AMPLICON	46639314	PRJEB33108	SAMEA8562153	33590899	UA	ERX5426449	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562153	ERP115874	VVC	N/A	N/A
ERR5711072	AMPLICON	42350226	PRJEB33108	SAMEA8562233	30627507	UA	ERX5426450	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562233	ERP115874	VVC	N/A	N/A
ERR5711073	AMPLICON	49520292	PRJEB33108	SAMEA8562154	36199860	UA	ERX5426451	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562154	ERP115874	VVC	N/A	N/A
ERR5711074	AMPLICON	46125266	PRJEB33108	SAMEA8562234	33536707	UA	ERX5426452	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562234	ERP115874	VVC	N/A	N/A
ERR5711075	AMPLICON	52722550	PRJEB33108	SAMEA8562155	37938915	UA	ERX5426453	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562155	ERP115874	VVC	N/A	N/A
ERR5711076	AMPLICON	50717562	PRJEB33108	SAMEA8562235	36401780	UA	ERX5426454	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562235	ERP115874	VVC	N/A	N/A
ERR5711078	AMPLICON	36795596	PRJEB33108	SAMEA8562236	26501040	UA	ERX5426456	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562236	ERP115874	VVC	N/A	N/A
ERR5711079	AMPLICON	28633076	PRJEB33108	SAMEA8562165	21071123	UA	ERX5426457	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562165	ERP115874	VVC	N/A	N/A
ERR5711080	AMPLICON	28926244	PRJEB33108	SAMEA8562245	21345385	UA	ERX5426458	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562245	ERP115874	VVC	N/A	N/A
ERR5711081	AMPLICON	28585888	PRJEB33108	SAMEA8562166	21314387	UA	ERX5426459	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562166	ERP115874	VVC	N/A	N/A
ERR5711082	AMPLICON	44253810	PRJEB33108	SAMEA8562246	32799008	UA	ERX5426460	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562246	ERP115874	VVC	N/A	N/A
ERR5711084	AMPLICON	32818752	PRJEB33108	SAMEA8562247	24128682	UA	ERX5426462	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562247	ERP115874	VVC	N/A	N/A
ERR5711085	AMPLICON	1967840	PRJEB33108	SAMEA8562168	1528135	UA	ERX5426463	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562168	ERP115874	VVC	N/A	N/A
ERR5711086	AMPLICON	3910078	PRJEB33108	SAMEA8562248	2943964	UA	ERX5426464	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562248	ERP115874	VVC	N/A	N/A
ERR5711087	AMPLICON	12515362	PRJEB33108	SAMEA8562093	9282078	UA	ERX5426465	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562093	ERP115874	VVC	N/A	N/A
ERR5711088	AMPLICON	12597690	PRJEB33108	SAMEA8562173	9297203	UA	ERX5426466	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562173	ERP115874	VVC	N/A	N/A
ERR5711089	AMPLICON	38830202	PRJEB33108	SAMEA8562094	28709148	UA	ERX5426467	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562094	ERP115874	VVC	N/A	N/A
ERR5711090	AMPLICON	48768296	PRJEB33108	SAMEA8562174	36135072	UA	ERX5426468	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562174	ERP115874	VVC	N/A	N/A
ERR5711092	AMPLICON	5399512	PRJEB33108	SAMEA8562175	4135120	UA	ERX5426470	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562175	ERP115874	VVC	N/A	N/A
ERR5711093	AMPLICON	22249644	PRJEB33108	SAMEA8562096	16460324	UA	ERX5426471	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562096	ERP115874	VVC	N/A	N/A
ERR5711094	AMPLICON	14819040	PRJEB33108	SAMEA8562176	11012666	UA	ERX5426472	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:17	SAMEA8562176	ERP115874	VVC	N/A	N/A
ERR5711095	AMPLICON	50077010	PRJEB33108	SAMEA8562101	36210334	UA	ERX5426473	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562101	ERP115874	VVC	N/A	N/A
ERR5711096	AMPLICON	22089004	PRJEB33108	SAMEA8562181	15936614	UA	ERX5426474	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562181	ERP115874	VVC	N/A	N/A
ERR5711098	AMPLICON	47667912	PRJEB33108	SAMEA8562182	34603535	UA	ERX5426476	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562182	ERP115874	VVC	N/A	N/A
ERR5711099	AMPLICON	44789946	PRJEB33108	SAMEA8562103	32588827	UA	ERX5426477	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562103	ERP115874	VVC	N/A	N/A
ERR5711101	AMPLICON	53728558	PRJEB33108	SAMEA8562104	38694404	UA	ERX5426479	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562104	ERP115874	VVC	N/A	N/A
ERR5711102	AMPLICON	49092086	PRJEB33108	SAMEA8562184	35433474	UA	ERX5426480	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562184	ERP115874	VVC	N/A	N/A
ERR5711103	AMPLICON	21676862	PRJEB33108	SAMEA8562105	16383974	UA	ERX5426481	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562105	ERP115874	VVC	N/A	N/A
ERR5711104	AMPLICON	19779804	PRJEB33108	SAMEA8562185	14905353	UA	ERX5426482	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562185	ERP115874	VVC	N/A	N/A
ERR5711105	AMPLICON	30532142	PRJEB33108	SAMEA8562106	22694854	UA	ERX5426483	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562106	ERP115874	VVC	N/A	N/A
ERR5711106	AMPLICON	34186702	PRJEB33108	SAMEA8562186	25506417	UA	ERX5426484	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562186	ERP115874	VVC	N/A	N/A
ERR5711107	AMPLICON	19425894	PRJEB33108	SAMEA8562107	14733724	UA	ERX5426485	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562107	ERP115874	VVC	N/A	N/A
ERR5711108	AMPLICON	8137922	PRJEB33108	SAMEA8562187	6190474	UA	ERX5426486	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562187	ERP115874	VVC	N/A	N/A
ERR5711109	AMPLICON	42094708	PRJEB33108	SAMEA8562108	30339543	UA	ERX5426487	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562108	ERP115874	VVC	N/A	N/A
ERR5711110	AMPLICON	32401590	PRJEB33108	SAMEA8562188	23416524	UA	ERX5426488	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562188	ERP115874	VVC	N/A	N/A
ERR5711111	AMPLICON	30871494	PRJEB33108	SAMEA8562121	22616674	UA	ERX5426489	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562121	ERP115874	VVC	N/A	N/A
ERR5711112	AMPLICON	31879008	PRJEB33108	SAMEA8562201	23262791	UA	ERX5426490	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562201	ERP115874	VVC	N/A	N/A
ERR5711113	AMPLICON	47435486	PRJEB33108	SAMEA8562122	34812018	UA	ERX5426491	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562122	ERP115874	VVC	N/A	N/A
ERR5711114	AMPLICON	41378856	PRJEB33108	SAMEA8562202	30540793	UA	ERX5426492	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562202	ERP115874	VVC	N/A	N/A
ERR5711115	AMPLICON	39043552	PRJEB33108	SAMEA8562123	28580295	UA	ERX5426493	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562123	ERP115874	VVC	N/A	N/A
ERR5711116	AMPLICON	43084652	PRJEB33108	SAMEA8562203	31426482	UA	ERX5426494	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562203	ERP115874	VVC	N/A	N/A
ERR5711117	AMPLICON	46283396	PRJEB33108	SAMEA8562124	33731503	UA	ERX5426495	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562124	ERP115874	VVC	N/A	N/A
ERR5711118	AMPLICON	44696072	PRJEB33108	SAMEA8562204	32631062	UA	ERX5426496	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562204	ERP115874	VVC	N/A	N/A
ERR5711119	AMPLICON	54216	PRJEB33108	SAMEA8562263	120100	UA	ERX5426497	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:17	SAMEA8562263	ERP115874	VVC	N/A	N/A
ERR5711121	AMPLICON	42168	PRJEB33108	SAMEA8562265	110848	UA	ERX5426499	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:44	SAMEA8562265	ERP115874	VVC	N/A	N/A
ERR5711122	AMPLICON	56726	PRJEB33108	SAMEA8562266	121443	UA	ERX5426500	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562266	ERP115874	VVC	N/A	N/A
ERR5711123	AMPLICON	32128	PRJEB33108	SAMEA8562267	103449	UA	ERX5426501	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562267	ERP115874	VVC	N/A	N/A
ERR5711124	AMPLICON	41164	PRJEB33108	SAMEA8562268	109993	UA	ERX5426502	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562268	ERP115874	VVC	N/A	N/A
ERR5711125	AMPLICON	34965806	PRJEB33108	SAMEA8562125	25442881	UA	ERX5426503	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562125	ERP115874	VVC	N/A	N/A
ERR5711126	AMPLICON	31576804	PRJEB33108	SAMEA8562205	22831867	UA	ERX5426504	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562205	ERP115874	VVC	N/A	N/A
ERR5711127	AMPLICON	15597140	PRJEB33108	SAMEA8562126	11429289	UA	ERX5426505	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562126	ERP115874	VVC	N/A	N/A
ERR5711128	AMPLICON	25474994	PRJEB33108	SAMEA8562206	18684104	UA	ERX5426506	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562206	ERP115874	VVC	N/A	N/A
ERR5711130	AMPLICON	24735046	PRJEB33108	SAMEA8562207	17793721	UA	ERX5426508	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562207	ERP115874	VVC	N/A	N/A
ERR5711131	AMPLICON	45769850	PRJEB33108	SAMEA8562128	32998495	UA	ERX5426509	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562128	ERP115874	VVC	N/A	N/A
ERR5711132	AMPLICON	30595394	PRJEB33108	SAMEA8562208	22126344	UA	ERX5426510	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562208	ERP115874	VVC	N/A	N/A
ERR5711133	AMPLICON	45818544	PRJEB33108	SAMEA8562129	33183848	UA	ERX5426511	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562129	ERP115874	VVC	N/A	N/A
ERR5711135	AMPLICON	29019616	PRJEB33108	SAMEA8562130	21104704	UA	ERX5426513	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562130	ERP115874	VVC	N/A	N/A
ERR5711137	AMPLICON	27162718	PRJEB33108	SAMEA8562131	19870896	UA	ERX5426515	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562131	ERP115874	VVC	N/A	N/A
ERR5711138	AMPLICON	28252058	PRJEB33108	SAMEA8562211	20595353	UA	ERX5426516	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562211	ERP115874	VVC	N/A	N/A
ERR5711139	AMPLICON	56579416	PRJEB33108	SAMEA8562132	40870263	UA	ERX5426517	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562132	ERP115874	VVC	N/A	N/A
ERR5711140	AMPLICON	50660334	PRJEB33108	SAMEA8562212	36679675	UA	ERX5426518	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562212	ERP115874	VVC	N/A	N/A
ERR5711141	AMPLICON	43443582	PRJEB33108	SAMEA8562133	31447791	UA	ERX5426519	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562133	ERP115874	VVC	N/A	N/A
ERR5711142	AMPLICON	40232790	PRJEB33108	SAMEA8562213	28965036	UA	ERX5426520	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562213	ERP115874	VVC	N/A	N/A
ERR5711144	AMPLICON	44825086	PRJEB33108	SAMEA8562214	33019303	UA	ERX5426522	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562214	ERP115874	VVC	N/A	N/A
ERR5711145	AMPLICON	37927606	PRJEB33108	SAMEA8562135	27347354	UA	ERX5426523	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562135	ERP115874	VVC	N/A	N/A
ERR5711146	AMPLICON	36324720	PRJEB33108	SAMEA8562215	26130943	UA	ERX5426524	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562215	ERP115874	VVC	N/A	N/A
ERR5711147	AMPLICON	32250990	PRJEB33108	SAMEA8562136	23270435	UA	ERX5426525	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562136	ERP115874	VVC	N/A	N/A
ERR5711148	AMPLICON	25357526	PRJEB33108	SAMEA8562216	18352753	UA	ERX5426526	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562216	ERP115874	VVC	N/A	N/A
ERR5711150	AMPLICON	45935510	PRJEB33108	SAMEA8562217	33294017	UA	ERX5426528	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562217	ERP115874	VVC	N/A	N/A
ERR5711151	AMPLICON	35447224	PRJEB33108	SAMEA8562138	25371403	UA	ERX5426529	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562138	ERP115874	VVC	N/A	N/A
ERR5711152	AMPLICON	42057058	PRJEB33108	SAMEA8562218	30281691	UA	ERX5426530	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562218	ERP115874	VVC	N/A	N/A
ERR5711153	AMPLICON	40333692	PRJEB33108	SAMEA8562139	29466584	UA	ERX5426531	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562139	ERP115874	VVC	N/A	N/A
ERR5711154	AMPLICON	38864338	PRJEB33108	SAMEA8562219	28348109	UA	ERX5426532	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562219	ERP115874	VVC	N/A	N/A
ERR5711155	AMPLICON	37084748	PRJEB33108	SAMEA8562140	27133731	UA	ERX5426533	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562140	ERP115874	VVC	N/A	N/A
ERR5711157	AMPLICON	47810982	PRJEB33108	SAMEA8562157	35224163	UA	ERX5426535	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562157	ERP115874	VVC	N/A	N/A
ERR5711166	AMPLICON	40973240	PRJEB33108	SAMEA8562241	29849119	UA	ERX5426544	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562241	ERP115874	VVC	N/A	N/A
ERR5711169	AMPLICON	46706080	PRJEB33108	SAMEA8562163	34002413	UA	ERX5426547	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562163	ERP115874	VVC	N/A	N/A
ERR5711170	AMPLICON	40311604	PRJEB33108	SAMEA8562243	29272266	UA	ERX5426548	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562243	ERP115874	VVC	N/A	N/A
ERR5711171	AMPLICON	37043082	PRJEB33108	SAMEA8562164	27050821	UA	ERX5426549	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562164	ERP115874	VVC	N/A	N/A
ERR5711172	AMPLICON	48598620	PRJEB33108	SAMEA8562244	35230377	UA	ERX5426550	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:46	SAMEA8562244	ERP115874	VVC	N/A	N/A
ERR5711173	AMPLICON	39954180	PRJEB33108	SAMEA8562089	29392104	UA	ERX5426551	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562089	ERP115874	VVC	N/A	N/A
ERR5711174	AMPLICON	41564094	PRJEB33108	SAMEA8562169	30467447	UA	ERX5426552	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562169	ERP115874	VVC	N/A	N/A
ERR5711175	AMPLICON	46994730	PRJEB33108	SAMEA8562090	34554512	UA	ERX5426553	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/20/21 22:18	SAMEA8562090	ERP115874	VVC	N/A	N/A
ERR5711176	AMPLICON	40302568	PRJEB33108	SAMEA8562170	29738430	UA	ERX5426554	Belgium	Europe	PAIRED	PCR	METAGENOMIC	vaginal metagenome	ILLUMINA	4/18/21 20:00	4/19/21 19:45	SAMEA8562170	ERP115874	VVC	N/A	N/A
